"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","original_id","gene_biotype","external_gene_name","entrezgene_id"
"14006","ENSMUSG00000052917",3767.23287198471,0.623681829702673,0.0947079219265771,6.47973070487634,9.18864689486096e-11,5.00585554365468e-09,"ENSMUSG00000052917.15","protein_coding","Senp7",66315
"18691","ENSMUSG00000079434",2361.05272661983,0.623400993689233,0.102889459830675,5.96174763380726,2.49554362828379e-09,1.03915210493715e-07,"ENSMUSG00000079434.8","protein_coding","Neu2",23956
"11255","ENSMUSG00000041215",4996.25659562031,0.623295895093054,0.182662508087004,3.35753571718689,0.00078640582574696,0.00710675897305244,"ENSMUSG00000041215.16","protein_coding","Yeats2",208146
"11009","ENSMUSG00000040451",1831.35282478227,0.621989657764044,0.132830470731521,4.60729871989241,4.07933762648176e-06,7.74295759519768e-05,"ENSMUSG00000040451.18","protein_coding","Sgms1",208449
"8281","ENSMUSG00000032412",32.7578203460784,0.621553584059555,0.498483871866892,1.22682722265256,0.219887536771973,0.445413640743771,"ENSMUSG00000032412.8","protein_coding","Atp1b3",11933
"1530","ENSMUSG00000015852",401.731488344198,0.621488251972088,0.219237283026846,2.78916178639749,0.00528446592046123,0.0338735526710615,"ENSMUSG00000015852.13","protein_coding","Fcrls",80891
"4582","ENSMUSG00000025195",33.573492024609,0.621474373551313,0.541751385061803,1.12869923439431,0.259024732381609,0.482415674135112,"ENSMUSG00000025195.9","protein_coding","Dnmbp",71972
"12932","ENSMUSG00000047878",298.995153686437,0.62108420842147,0.180704844693618,3.38167031137186,0.000720465563139988,0.00662907300267688,"ENSMUSG00000047878.13","protein_coding","A4galt",239559
"18483","ENSMUSG00000078754",425.533198240066,0.621056145592361,0.143795084878543,4.24949257555285,2.14255310088152e-05,0.000332244175424225,"ENSMUSG00000078754.2","protein_coding","Scgb2b3",100043326
"24854","ENSMUSG00000097720",1366.48638109595,0.620753653636946,0.142948260350059,4.27255044686309,1.93249814899598e-05,0.00030405996066628,NA,NA,NA,NA
"3242","ENSMUSG00000022141",4113.59138906154,0.619997410644579,0.0913373514406915,6.67850995264157,2.41383836212048e-11,1.45360696703659e-09,"ENSMUSG00000022141.7","protein_coding","Nipbl",71175
"21303","ENSMUSG00000086501",980.563591423159,0.619907737328009,0.213299992853256,2.85938939410845,0.00424457407560691,0.0284360309956261,"ENSMUSG00000086501.1","lncRNA","4930597A21Rik",NA
"14410","ENSMUSG00000055159",64.5140612347329,0.619904650457346,0.419303930563165,1.45456459146039,0.145789839595753,0.354933240741728,"ENSMUSG00000055159.7","lncRNA","4930583K01Rik",NA
"13506","ENSMUSG00000050439",668.315196725726,0.619741815044308,0.178261124125289,3.42049798034347,0.000625065998550862,0.00590296152921205,"ENSMUSG00000050439.7","protein_coding","Enthd1",383075
"20618","ENSMUSG00000085227",35.7220660271878,0.619512913388652,0.557498900641475,1.0932988615535,0.274262602586423,0.494637723627865,"ENSMUSG00000085227.1","lncRNA","6330418K02Rik",NA
"11758","ENSMUSG00000042854",432.89058010755,0.619172764343893,0.284204066032806,2.14343437392474,0.0320782354263741,0.133017947673546,"ENSMUSG00000042854.9","protein_coding","Trp53rkb",76367
"4607","ENSMUSG00000025227",405.285302146005,0.618112272578227,0.181393444527609,3.35244900476913,0.000800999962323779,0.00720953652415954,"ENSMUSG00000025227.14","protein_coding","Mfsd13a",75146
"22624","ENSMUSG00000090270",38.5953654431327,0.618047717844321,0.530649047788454,1.14585660782477,0.251854488057682,0.47661872256937,"ENSMUSG00000090270.1","lncRNA","Gm17226",NA
"7928","ENSMUSG00000031802",226.773714328219,0.618041755587337,0.400547646737344,1.51802603395659,0.129007835791101,0.330793352371195,"ENSMUSG00000031802.9","TEC","Phxr4",NA
"3145","ENSMUSG00000021975",543.50700707496,0.617353123037204,0.182773570050672,3.32298112286596,0.000890609411419585,0.00787618951989042,"ENSMUSG00000021975.8","protein_coding","Ints9",210925
"8455","ENSMUSG00000032786",65.7700105222427,0.617118814732562,0.445175169564538,1.36377510750753,0.172638356996803,0.391350522638432,"ENSMUSG00000032786.16","protein_coding","Alas1",11655
"24461","ENSMUSG00000097092",272.425392131791,0.617026976284985,0.23722547958749,2.55886078232633,0.0105015787647456,0.0575732603518143,"ENSMUSG00000097092.2","lncRNA","Gm26725",NA
"11433","ENSMUSG00000041798",2770.11447118716,0.616816698858906,0.282060227308182,2.15137279243519,0.0314467869117975,0.131046982603112,"ENSMUSG00000041798.15","protein_coding","Gck",103988
"16317","ENSMUSG00000066151",853.994209132592,0.616642244439467,0.224273206705982,2.70492518187767,0.00683197752240844,0.0414957059388728,"ENSMUSG00000066151.11","protein_coding","Fkbp15",338355
"15","ENSMUSG00000000125",305.60473787555,0.616621799669231,0.270173206472548,2.24530702947729,0.0247484290841045,0.11008501297464,"ENSMUSG00000000125.5","protein_coding","Wnt3",22415
"31013","ENSMUSG00000111953",142.143145846743,0.616500318585017,0.337036980818278,1.7995067399207,0.071938558731829,0.231253837273425,"ENSMUSG00000111953.1","processed_pseudogene","Gm18637",NA
"3132","ENSMUSG00000021953",163.948927833476,0.615411634501744,0.301969051905754,2.00487974075799,0.0449759050399735,0.168615697594027,"ENSMUSG00000021953.14","protein_coding","Tdh",58865
"6301","ENSMUSG00000028568",123.628717434547,0.615044488670401,0.328048234022887,1.84437660660654,0.0651282741398445,0.216567436777014,"ENSMUSG00000028568.16","protein_coding","Btf3l4",70533
"2412","ENSMUSG00000020585",828.437347021252,0.615009669349714,0.207085060297635,2.92155150390935,0.00348292683806726,0.024246876365166,"ENSMUSG00000020585.4","protein_coding","Laptm4a",17775
"30526","ENSMUSG00000110958",53.0379835939847,0.614975388375533,0.462880810624752,1.30697876103137,0.191219924850196,0.413309571996344,"ENSMUSG00000110958.1","lncRNA","Gm33332",NA
"11957","ENSMUSG00000043857",131.066852295153,0.614824565559732,0.385602837236842,1.56851689653995,0.116760549853767,0.310801078766339,"ENSMUSG00000043857.16","protein_coding","Mgat5b",268510
"13173","ENSMUSG00000048988",31.2802929551932,0.614776921994738,0.520178840910629,1.16263268405153,0.244978564090397,0.470451897810429,"ENSMUSG00000048988.8","protein_coding","Elfn1",243312
"11470","ENSMUSG00000041930",23.7941826235045,0.614440270103032,0.527503004475734,1.14585180553381,0.25185647542499,0.47661872256937,"ENSMUSG00000041930.7","protein_coding","Fam222a",433940
"8700","ENSMUSG00000033597",920.816605440761,0.613434585809272,0.116442901602284,5.18223590709145,2.19241670094014e-07,5.98413899937504e-06,"ENSMUSG00000033597.9","protein_coding","Caskin1",268932
"4233","ENSMUSG00000024548",146.713090246401,0.613348724822198,0.31379639265813,1.92273951816752,0.0545127712063166,0.192934769632097,"ENSMUSG00000024548.11","protein_coding","Setbp1",240427
"8043","ENSMUSG00000031995",323.679825355346,0.612976591461856,0.216905648907721,2.77990266504485,0.00543751939249759,0.0346150499748045,"ENSMUSG00000031995.9","protein_coding","St14",19143
"9725","ENSMUSG00000036913",861.904100911844,0.612610966083183,0.197179635791563,3.05615214098579,0.00224197462356241,0.016862210708384,"ENSMUSG00000036913.15","protein_coding","Trim67",330863
"15673","ENSMUSG00000062434",64.1156369348987,0.612497120012584,0.452237201140079,1.33225908548369,0.182775066803182,0.403433000016425,"ENSMUSG00000062434.2","protein_coding","Olfr516",258720
"3246","ENSMUSG00000022148",558.732434352196,0.611986285579269,0.258900728002678,2.32516258344798,0.0200632682398425,0.0938779195793887,"ENSMUSG00000022148.16","protein_coding","Fyb",23880
"11232","ENSMUSG00000041126",2143.69032755932,0.611667334035105,0.281948250303952,2.13396370924977,0.0328457516213138,0.135204133221868,"ENSMUSG00000041126.16","protein_coding","H2afv",77605
"13474","ENSMUSG00000050299",261.337372964918,0.611458157802955,0.298508128325296,2.01488033567891,0.0439171888705741,0.165873696904216,"ENSMUSG00000050299.8","processed_pseudogene","Gm9843",NA
"28780","ENSMUSG00000107411",352.367071778418,0.610551150227063,0.229674994517319,2.61478682731296,0.00892831600754501,0.0509115698101098,"ENSMUSG00000107411.1","processed_pseudogene","Gm19040",NA
"9000","ENSMUSG00000034522",670.259408271091,0.60926375406492,0.176709614048155,3.39123458162052,0.000695785196753949,0.00643062588245615,"ENSMUSG00000034522.10","protein_coding","Zfp395",380912
"2405","ENSMUSG00000020572",65.6318362143567,0.609063488445923,0.521516714470336,1.1486947049326,0.250681890019169,0.475414080082957,"ENSMUSG00000020572.8","protein_coding","Nampt",59027
"4999","ENSMUSG00000026103",12006.6265609151,0.608922258524435,0.198878850454034,3.01149296245989,0.00259966428728104,0.0190717791389769,"ENSMUSG00000026103.14","protein_coding","Gls",14660
"5210","ENSMUSG00000026525",195.471505232934,0.608590880752141,0.342812964099198,1.74611506401178,0.0807909597076178,0.248544376311628,"ENSMUSG00000026525.9","protein_coding","Opn3",13603
"16927","ENSMUSG00000070469",638.09556000694,0.608463128175453,0.190323795377221,3.14444721422932,0.00166400928329203,0.0130907912509248,"ENSMUSG00000070469.12","protein_coding","Adamtsl3",269959
"12367","ENSMUSG00000045471",149.260185973321,0.608245210658412,0.340308145312855,1.75795148866751,0.0787557638877983,0.24493079046995,"ENSMUSG00000045471.4","protein_coding","Hcrt",15171
"20469","ENSMUSG00000084938",66.3138028332576,0.607969917559721,0.430267240804896,1.38976399049369,0.164600556135763,0.381139903154956,"ENSMUSG00000084938.1","lncRNA","BB557941",NA
"15746","ENSMUSG00000062867",68.3085963709811,0.607810470199565,0.454224254026469,1.31611305407027,0.188136100146325,0.409835020298889,"ENSMUSG00000062867.13","protein_coding","Impdh2",23918
"1457","ENSMUSG00000015341",253.401322867803,0.60775647363033,0.201696356663225,2.96364537029498,0.00304018425982665,0.0216759407619921,"ENSMUSG00000015341.17","protein_coding","Golga7",57437
"2031","ENSMUSG00000019877",638.324811484942,0.607425652127392,0.368063680546424,1.62315839270112,0.104555549654072,0.29054867590368,"ENSMUSG00000019877.10","protein_coding","Serinc1",56442
"5175","ENSMUSG00000026458",157.635527566501,0.607309442909162,0.34602116622483,1.72622226965462,0.0843074331077787,0.255078183891936,"ENSMUSG00000026458.13","protein_coding","Ppfia4",68507
"15852","ENSMUSG00000063455",57.9859703513664,0.606767983903067,0.408863559198251,1.45957733448606,0.144406272241543,0.353004792924672,"ENSMUSG00000063455.16","protein_coding","D630045J12Rik",330286
"11343","ENSMUSG00000041536",78.234614777444,0.606624969301366,0.387696184508694,1.53889822273447,0.123829145138163,0.322236525542175,"ENSMUSG00000041536.13","protein_coding","Serpina3a",74069
"33889","ENSMUSG00000117871",75.3555578606254,0.606334414517382,0.336349490873162,1.77296065758655,0.0762352262700268,0.239897563814924,"ENSMUSG00000117871.1","lncRNA","Gm50287",NA
"8864","ENSMUSG00000034135",58.9124752523102,0.606319418268785,0.429354694149986,1.38887364315265,0.164871176494407,0.381470542581564,"ENSMUSG00000034135.15","protein_coding","Sik3",70661
"7398","ENSMUSG00000030677",521.256260184103,0.605762066996208,0.234125030050976,2.54463210049132,0.0109392925515689,0.0595035409946804,"ENSMUSG00000030677.8","protein_coding","Kif22",110033
"5016","ENSMUSG00000026131",706.424486040206,0.605331021140737,0.366114678276314,1.62607799267591,0.103933064994641,0.289553034026638,"ENSMUSG00000026131.19","protein_coding","Dst",13518
"2098","ENSMUSG00000020032",121.767555504891,0.605182840424168,0.242688624840079,2.45245462500093,0.0141885272827634,0.0725996315032311,"ENSMUSG00000020032.14","protein_coding","Nuak1",77976
"3722","ENSMUSG00000022999",35.501371581647,0.605149497826663,0.514728784743273,1.15623900482562,0.247583409621832,0.472540876607672,"ENSMUSG00000022999.15","protein_coding","Lmbr1l",74775
"9465","ENSMUSG00000036030",304.644900381155,0.60509643163018,0.280519499940991,2.12140842884492,0.0338874465601247,0.138179018283995,"ENSMUSG00000036030.9","protein_coding","Prtg",235472
"8187","ENSMUSG00000032278",139.990547423268,0.605037350492477,0.249297224584632,2.38685910556727,0.0169930023430089,0.0827557673487819,"ENSMUSG00000032278.11","protein_coding","Paqr5",74090
"7769","ENSMUSG00000031506",59.7521435177395,0.604965342213942,0.52046750091568,1.14313639404419,0.252981965849751,0.477371269310868,"ENSMUSG00000031506.11","protein_coding","Ptpn7",320139
"10604","ENSMUSG00000039269",153.787474220382,0.604772448763047,0.317764533994677,1.87173955911962,0.061242643759461,0.207867423997422,"ENSMUSG00000039269.5","protein_coding","2300002M23Rik",69542
"10772","ENSMUSG00000039765",90.2080207995437,0.604069461847596,0.316547043302053,1.8767177720271,0.0605567855269044,0.206583785809932,"ENSMUSG00000039765.15","protein_coding","Cc2d2a",231214
"10891","ENSMUSG00000040112",1626.63840024007,0.60389220182571,0.182732967153261,3.25005504522675,0.00115382672594055,0.00975739238202498,"ENSMUSG00000040112.9","protein_coding","Mrps35",232536
"8096","ENSMUSG00000032086",601.968983417448,0.603748030863072,0.331381983812804,1.79173298448982,0.0731757482322234,0.233951554802749,"ENSMUSG00000032086.12","protein_coding","Bace1",23821
"9578","ENSMUSG00000036435",86.0885033866603,0.603686710340886,0.394815513315195,1.5037066435303,0.13265691787453,0.336312960192007,"ENSMUSG00000036435.13","protein_coding","Exoc1",69940
"12450","ENSMUSG00000045838",44.5568513907769,0.603187048771605,0.467638965529806,1.26847224567688,0.204629356038824,0.42898075097421,"ENSMUSG00000045838.8","protein_coding","Ccdc9b",214239
"745","ENSMUSG00000005089",519.801417316229,0.602871538073787,0.171254186349577,3.46193894999784,0.000536298792190691,0.00521691885572531,"ENSMUSG00000005089.15","protein_coding","Slc1a2",20511
"26676","ENSMUSG00000103162",294.278624822096,0.602826396017879,0.185730832050488,3.19185775174221,0.00141360931509947,0.0115085537996185,"ENSMUSG00000103162.1","TEC","Gm38147",NA
"3545","ENSMUSG00000022679",57.8465189435621,0.602124108869952,0.474447862531817,1.24802777213533,0.212020886886082,0.437563929613217,"ENSMUSG00000022679.13","protein_coding","Mpv17l",93734
"25206","ENSMUSG00000098414",65.424256624866,0.60188506719336,0.329952608024594,1.79384873099485,0.07283731645854,0.233196242581693,"ENSMUSG00000098414.1","miRNA","Mir6909",NA
"19614","ENSMUSG00000082637",66.8386426105598,0.601759523984852,0.399777396578618,1.48022256648139,0.138813859996439,0.345401803328849,"ENSMUSG00000082637.2","processed_pseudogene","Gm11248",NA
"28423","ENSMUSG00000106675",45.357022394685,0.6016492136308,0.444087030690715,1.33228212657004,0.182767498149905,0.403433000016425,"ENSMUSG00000106675.1","TEC","Gm43798",NA
"20696","ENSMUSG00000085379",61.1974202330928,0.601378313380864,0.418008551555743,1.41475171065251,0.157141307001628,0.370905255558034,"ENSMUSG00000085379.1","lncRNA","2310058D17Rik",NA
"30904","ENSMUSG00000111746",72.7876155439131,0.60105583326212,0.324760614144158,1.81997387466374,0.0687629835236253,0.224484771055978,"ENSMUSG00000111746.1","lncRNA","4933422A05Rik",NA
"5370","ENSMUSG00000026814",46.5934590260399,0.600433646732964,0.447187431154823,1.32032701636587,0.186725859260962,0.408594030310488,"ENSMUSG00000026814.16","protein_coding","Eng",13805
"30865","ENSMUSG00000111637",64.6176251234807,0.600351305978882,0.423943192171009,1.39252455725423,0.163763610569012,0.379856900653125,"ENSMUSG00000111637.1","lncRNA","Gm10688",NA
"33480","ENSMUSG00000117138",1417.71853437701,0.600216186672616,0.144090647352771,4.09614501368444,4.20086844935095e-05,0.000595392743074764,"ENSMUSG00000117138.1","processed_pseudogene","Gm9191",NA
"14265","ENSMUSG00000054387",2157.82086576837,0.600147019753851,0.182023699960829,3.24214385204152,0.00118634124069313,0.00999772608802514,"ENSMUSG00000054387.13","protein_coding","Mdm4",17248
"1825","ENSMUSG00000018678",68.8359314162292,0.600026001624016,0.444973608270674,1.32597976746771,0.18484639917939,0.406169073808399,"ENSMUSG00000018678.13","protein_coding","Sp2",78912
"34189","ENSMUSG00000118394",74.4745328549324,0.598586160477694,0.304155776368894,1.93514707333334,0.0529722503843828,0.189166168139785,"ENSMUSG00000118394.1","lncRNA","AL607088.1",NA
"34134","ENSMUSG00000118297",296.128808773117,0.598214055112259,0.272036664234614,2.16226021138446,0.0305981247782542,0.128527437487387,"ENSMUSG00000118297.1","processed_pseudogene","Gm18842",NA
"29507","ENSMUSG00000108929",441.734124900207,0.598101949695486,0.233482676841924,2.51882476957232,0.0117747239193673,0.0630222269881164,"ENSMUSG00000108929.2","protein_coding","Cc2d2b",668310
"28537","ENSMUSG00000106912",92.868712027471,0.597969837883084,0.357408780828935,1.64509063408966,0.0999511217625326,0.282964817992843,"ENSMUSG00000106912.1","TEC","Gm43785",NA
"8241","ENSMUSG00000032355",72.7082737285729,0.597134320575291,0.443917716924217,1.32261970674066,0.185961877335372,0.407706034093366,"ENSMUSG00000032355.16","protein_coding","Mlip",69642
"30575","ENSMUSG00000111060",333.491817208734,0.596967871506848,0.219859893446313,2.66973599552926,0.00759109069807919,0.0449573349435526,"ENSMUSG00000111060.1","unprocessed_pseudogene","Gm47238",NA
"2958","ENSMUSG00000021596",58.7909198033609,0.595654743213671,0.388270029687592,1.5083696871605,0.131459936707448,0.334668339344894,"ENSMUSG00000021596.16","protein_coding","Mctp1",78771
"2747","ENSMUSG00000021186",221.580086746744,0.595279689771461,0.227680295358235,2.57062074190731,0.0101516432182093,0.0562286726241835,"ENSMUSG00000021186.9","protein_coding","Fbln5",23876
"23807","ENSMUSG00000095028",122.246630375072,0.595239254087421,0.471489736847168,1.24125555309197,0.214511358440313,0.440112905621877,"ENSMUSG00000095028.6","protein_coding","Sirpb1b",668101
"3295","ENSMUSG00000022237",461.3001886971,0.595144107692629,0.237928025212734,2.45933242697848,0.0139195662636789,0.0714569538572065,"ENSMUSG00000022237.17","protein_coding","Ankrd33b",67434
"26981","ENSMUSG00000103804",309.43543492755,0.59365368129864,0.275580200370199,2.1179086179435,0.034182807614166,0.138955932632249,"ENSMUSG00000103804.1","lncRNA","Gm37062",NA
"12111","ENSMUSG00000044433",126.726138491769,0.593440767715085,0.307706394109535,1.89609569019029,0.0579473923942928,0.200747436476511,"ENSMUSG00000044433.16","protein_coding","Camsap3",69697
"14622","ENSMUSG00000056370",932.390236733591,0.593159776917738,0.26030755424476,2.24027219882143,0.0250732569662308,0.111198404161002,"ENSMUSG00000056370.15","protein_coding","Sftpb",20388
"32350","ENSMUSG00000114580",101.260781194248,0.593086625984031,0.273066061510906,2.13533173166136,0.0327339227285114,0.134862355674545,"ENSMUSG00000114580.1","processed_pseudogene","Gm48782",NA
"6673","ENSMUSG00000029201",407.700186949947,0.592435247495939,0.209396911125384,2.78148920328239,0.00541101304780086,0.0344871828281527,"ENSMUSG00000029201.14","protein_coding","Ugdh",22235
"8816","ENSMUSG00000033987",17263.8585081158,0.592375028399725,0.153483424016628,3.79438386999128,0.000148010535809622,0.00177388084371925,"ENSMUSG00000033987.16","protein_coding","Dnah17",69926
"30568","ENSMUSG00000111049",90.3253311736229,0.591393511202118,0.370698442987076,1.56837322141757,0.116794056819626,0.310801078766339,"ENSMUSG00000111049.1","lncRNA","Gm34184",NA
"18878","ENSMUSG00000080719",374.379004308974,0.591034022610672,0.202061187056035,2.8755350350859,0.00403343380550314,0.0273146659476055,"ENSMUSG00000080719.1","processed_pseudogene","Gm15532",NA
"28460","ENSMUSG00000106740",69.2251869520878,0.590878516528548,0.401027607970117,1.44847512985149,0.147484216519612,0.357451415387409,"ENSMUSG00000106740.1","lncRNA","Gm21221",NA
"10945","ENSMUSG00000040270",2475.209502185,0.590782307169829,0.174547467859136,3.32736025502549,0.000876729501371768,0.00777905548326493,"ENSMUSG00000040270.16","protein_coding","Bach2",12014
"21865","ENSMUSG00000087624",154.122153897099,0.590677869552524,0.279175758806807,2.07997238741047,0.0375280656287572,0.148683992721222,"ENSMUSG00000087624.1","lncRNA","9230111E07Rik",NA
"1284","ENSMUSG00000012428",140.688410841773,0.590544890709409,0.483442923994873,1.20085507904872,0.229807421948587,0.455577778173542,"ENSMUSG00000012428.9","protein_coding","Steap4",117167
"2627","ENSMUSG00000020923",83.182446468302,0.590365258650081,0.452120954108661,1.28365043330993,0.199264294853098,0.423235636323442,"ENSMUSG00000020923.17","protein_coding","Ubtf",21429
"2424","ENSMUSG00000020605",78.2371357048526,0.589797346371335,0.339285838370954,1.70887576432654,0.0874739646745103,0.261273992796708,"ENSMUSG00000020605.9","protein_coding","Hs1bp3",58240
"9882","ENSMUSG00000037349",676.746075642679,0.589746920503797,0.214515778190596,2.70258404949912,0.0068802786831009,0.0417134367654005,"ENSMUSG00000037349.9","protein_coding","Nudt22",68323
"23133","ENSMUSG00000092396",186.241499847685,0.589727775703097,0.441893489051345,1.31191744179724,0.189547991832654,0.411417485424391,"ENSMUSG00000092396.2","unprocessed_pseudogene","Olfr758-ps1",NA
"372","ENSMUSG00000002227",113.501471036068,0.589641933744492,0.457460112778558,1.26708737560487,0.205124049091755,0.429362018312437,"ENSMUSG00000002227.15","protein_coding","Mov10",17454
"4583","ENSMUSG00000025196",104.420735208763,0.589431066607183,0.375431125456344,1.54337514211927,0.122739781365154,0.320519693525067,"ENSMUSG00000025196.4","protein_coding","Cpn1",93721
"11045","ENSMUSG00000040543",119.612629334449,0.589329313472175,0.393334741098251,1.47286586446597,0.140787208080379,0.348000924929763,"ENSMUSG00000040543.16","protein_coding","Pitpnm3",327958
"9283","ENSMUSG00000035382",307.554035471729,0.589239211370959,0.317014050833478,1.82717204441901,0.0676739057146278,0.222198748127564,"ENSMUSG00000035382.9","protein_coding","Pcsk7",18554
"665","ENSMUSG00000004508",2024.9339182134,0.589147139867333,0.125967420225251,4.59759467036571,4.2739644264006e-06,8.0611050958053e-05,"ENSMUSG00000004508.6","protein_coding","Gab2",14389
"2518","ENSMUSG00000020752",1873.73556859709,0.589146859510123,0.123941532167133,4.6727424567348,2.97204349508601e-06,5.94364439248101e-05,"ENSMUSG00000020752.11","protein_coding","Recql5",170472
"15774","ENSMUSG00000063019",42.902361531372,0.589098866092972,0.402462954850014,1.43888737861298,0.150182434072294,0.361368913663652,"ENSMUSG00000063019.5","protein_coding","Manbal",69161
"15639","ENSMUSG00000062234",74.8759495898615,0.588903859788007,0.325277642692997,1.7797222551025,0.075121426428843,0.237816023506352,"ENSMUSG00000062234.14","protein_coding","Gak",231580
"31161","ENSMUSG00000112251",67.1285623211466,0.588833480100831,0.430437403932643,1.34475646124706,0.178703894665762,0.398203981369507,"ENSMUSG00000112251.1","processed_pseudogene","Gm47488",NA
"26812","ENSMUSG00000103443",339.249075350528,0.588731390292873,0.262796128740748,2.20220668038759,0.027650712393734,0.119549715626354,"ENSMUSG00000103443.1","TEC","Gm37132",NA
"5005","ENSMUSG00000026112",507.406236284343,0.587855751642683,0.21723621006293,2.66003421563691,0.00781327137380603,0.0459119265119168,"ENSMUSG00000026112.7","protein_coding","Coa5",76178
"15339","ENSMUSG00000060508",154.969605423173,0.587677120808557,0.254524077937515,2.26963643475167,0.0232296510765988,0.104935475117716,"ENSMUSG00000060508.16","protein_coding","Nlrp9b",243874
"26989","ENSMUSG00000103822",37.5074510539429,0.587672080624645,0.466364275344088,1.23867138021761,0.21546722169339,0.441089499923256,"ENSMUSG00000103822.1","TEC","6030460B20Rik",NA
"26448","ENSMUSG00000102721",901.784621807637,0.587021973894107,0.245839646586006,2.34714775223303,0.0189177512973337,0.0898561945918086,"ENSMUSG00000102721.1","TEC","A630081D01Rik",NA
"12669","ENSMUSG00000046793",210.501492835449,0.586496790970691,0.325824718118251,1.76934639673797,0.0768360851197338,0.241110360339503,"ENSMUSG00000046793.8","protein_coding","Gpr61",229714
"5978","ENSMUSG00000027995",1184.67934319414,0.586365445005937,0.179207685149002,3.21618709893339,0.00129906109092598,0.0107387450846691,"ENSMUSG00000027995.10","protein_coding","Tlr2",24088
"7074","ENSMUSG00000030032",152.755480265567,0.586220720797595,0.254451740965706,2.26455798105644,0.0235398179098326,0.106079266681591,"ENSMUSG00000030032.12","protein_coding","Wdr54",75659
"32512","ENSMUSG00000114891",270.338229989602,0.586015768187288,0.181673852902674,3.17060357879827,0.00152122587721633,0.0121634666895731,"ENSMUSG00000114891.1","lncRNA","Gm47272",NA
"3649","ENSMUSG00000022853",305.146090507941,0.586009909951453,0.213727740582201,2.6950638620068,0.00703751414371956,0.0424368107031926,"ENSMUSG00000022853.7","protein_coding","Ehhadh",74147
"166","ENSMUSG00000001027",275.901243668366,0.585794707744566,0.266462369862205,2.16088563665603,0.0307041746909089,0.128851988101317,"ENSMUSG00000001027.7","protein_coding","Scn4a",110880
"33593","ENSMUSG00000117351",321.701968319649,0.585667973374459,0.278949768598226,2.06369761935024,0.039046395222699,0.152783811610031,"ENSMUSG00000117351.1","lncRNA","Gm31615",NA
"13780","ENSMUSG00000051650",64.4421931612452,0.585606163224874,0.388465004262364,1.48174522005621,0.138408099943926,0.344892708375297,"ENSMUSG00000051650.11","protein_coding","B3gnt2",53625
"28511","ENSMUSG00000106847",76.186929050482,0.585346115424626,0.50847877059231,1.13150469341016,0.257842729116392,0.481610941490672,"ENSMUSG00000106847.1","lncRNA","Peg13",NA
"31835","ENSMUSG00000113577",82.5061699592005,0.585310692151797,0.407599440482257,1.41146094673513,0.158108743085554,0.372140781305527,"ENSMUSG00000113577.1","processed_pseudogene","Gm19238",NA
"27554","ENSMUSG00000104928",86.5047037664592,0.58521210406878,0.360555638274147,1.59534907517219,0.110634197070447,0.300811223417501,"ENSMUSG00000104928.1","lncRNA","Gm42565",NA
"7192","ENSMUSG00000030231",1729.88920149632,0.585118477412866,0.121127596236577,4.748038393246,2.05399051647821e-06,4.29642346507568e-05,"ENSMUSG00000030231.11","protein_coding","Plekha5",109135
"33007","ENSMUSG00000115921",172.834961960406,0.585068050914772,0.29519111431399,1.94812114264077,0.051400469549114,0.185030667624997,"ENSMUSG00000115921.1","processed_pseudogene","Gm18685",NA
"22789","ENSMUSG00000091091",53.9440085039494,0.585003345490805,0.49020579628893,1.17298357107123,0.240802394007852,0.466295332940741,"ENSMUSG00000091091.2","protein_coding","Kcnmb3",100502876
"34025","ENSMUSG00000118117",332.406790932195,0.584726247006293,0.285741143969107,2.01135278953188,0.044288206228544,0.166862643935294,"ENSMUSG00000118117.1","lncRNA","Gm30961",NA
"33694","ENSMUSG00000117513",45.0332764064208,0.584519098949242,0.482762923095478,1.19006467038816,0.234020974910387,0.459588720689029,"ENSMUSG00000117513.1","processed_pseudogene","Gm3946",NA
"11038","ENSMUSG00000040524",773.096819705517,0.584411001697155,0.121208397915352,4.73903633392056,2.14737001402494e-06,4.46048444212544e-05,"ENSMUSG00000040524.9","protein_coding","Zfp609",214812
"5761","ENSMUSG00000027555",187.662507150818,0.583201166554112,0.403168870173582,1.42173964549228,0.155101846381143,0.368387459330098,"ENSMUSG00000027555.8","protein_coding","Car13",71934
"32455","ENSMUSG00000114790",592.23538887613,0.583182152000735,0.17884259913004,3.20495315315767,0.00135084464808994,0.011084932953987,"ENSMUSG00000114790.1","lncRNA","4921509O07Rik",NA
"626","ENSMUSG00000004110",2328.82075516363,0.583055497220148,0.161190400393691,3.55514655848313,0.000377768456825984,0.00388442006639827,"ENSMUSG00000004110.17","protein_coding","Cacna1e",12290
"12100","ENSMUSG00000044361",148.456324460014,0.582490044926735,0.347603380813554,1.6469633971535,0.0995655695508719,0.282420573604538,"ENSMUSG00000044361.16","protein_coding","BC024139",271278
"1670","ENSMUSG00000017550",66.2418467160371,0.582385394805514,0.406625193560529,1.40764862549106,0.159235141334058,0.373623690375706,"ENSMUSG00000017550.14","protein_coding","Atad5",237877
"22615","ENSMUSG00000090252",56.1692516682041,0.582185018201564,0.386785287091713,1.479335014276,0.139050799155364,0.345798737380998,"ENSMUSG00000090252.1","lncRNA","Gm16028",NA
